rating_id,trip_id,rider_rating_for_driver,driver_rating_for_rider,feedback_text
12433,12433,4,4,Driver was very polite
12434,12434,3,5,Excellent service
12435,12435,4,3,Excellent service
12436,12436,,,
12437,12437,5,4,Smooth trip
12438,12438,5,5,"Great ride, on time!"
12439,12439,4,4,A bit late to pickup
12440,12440,5,4,
12441,12441,5,5,
12442,12442,4,4,
12443,12443,4,4,"Great ride, on time!"
12444,12444,5,4,Smooth trip
12445,12445,4,5,A bit late to pickup
12446,12446,4,5,Took a longer route than expected
12447,12447,4,5,A bit late to pickup
12448,12448,4,5,Took a longer route than expected
12449,12449,4,5,Smooth trip
12450,12450,5,5,Car could be cleaner
12451,12451,5,4,Driver was very polite
12453,12453,,,Car could be cleaner
12454,12454,5,5,A bit late to pickup
12456,12456,5,5,"Great ride, on time!"
12458,12458,,,
12459,12459,4,5,
12461,12461,5,4,Car could be cleaner
12462,12462,5,5,
12463,12463,5,5,
12465,12465,4,5,Car could be cleaner
12466,12466,3,5,"Great ride, on time!"
12467,12467,5,4,A bit late to pickup
12468,12468,,,Smooth trip
12469,12469,5,4,"Great ride, on time!"
12470,12470,4,5,
12471,12471,,,
12472,12472,3,5,
12473,12473,4,5,Excellent service
12474,12474,4,4,A bit late to pickup
12475,12475,5,4,Smooth trip
12476,12476,5,5,Smooth trip
12477,12477,4,4,"Great ride, on time!"
12478,12478,4,4,Excellent service
12479,12479,4,4,A bit late to pickup
12480,12480,5,5,
12481,12481,5,5,
12482,12482,5,4,Driver was very polite
12483,12483,4,4,Smooth trip
12484,12484,4,5,Driver was very polite
12485,12485,,,"Great ride, on time!"
12486,12486,,,"Great ride, on time!"
12487,12487,4,4,
12488,12488,5,4,A bit late to pickup
12489,12489,5,4,"Great ride, on time!"
12490,12490,4,5,A bit late to pickup
12491,12491,4,5,A bit late to pickup
12495,12495,5,5,Smooth trip
12496,12496,5,5,
12497,12497,,,A bit late to pickup
12500,12500,4,5,
12501,12501,4,5,Excellent service
12503,12503,4,5,"Great ride, on time!"
12504,12504,5,4,A bit late to pickup
12505,12505,,,Driver was very polite
12506,12506,4,4,Driver was very polite
12507,12507,5,5,Car could be cleaner
12511,12511,5,4,A bit late to pickup
12512,12512,4,4,Excellent service
12515,12515,4,5,A bit late to pickup
12517,12517,4,5,
12518,12518,4,5,Driver was very polite
12519,12519,4,4,
12520,12520,4,4,Excellent service
12522,12522,3,4,
12523,12523,,,A bit late to pickup
12524,12524,5,5,"Great ride, on time!"
12525,12525,3,4,Car could be cleaner
12526,12526,4,5,Excellent service
12527,12527,4,4,"Great ride, on time!"
12528,12528,4,4,
12529,12529,2,4,Took a longer route than expected
12530,12530,5,4,Car could be cleaner
12532,12532,4,4,
12533,12533,,,A bit late to pickup
12534,12534,4,4,Smooth trip
12535,12535,4,4,
12537,12537,5,4,
12538,12538,5,5,A bit late to pickup
12539,12539,4,5,A bit late to pickup
12540,12540,4,5,Smooth trip
12541,12541,4,5,
12542,12542,5,4,A bit late to pickup
12543,12543,4,5,Took a longer route than expected
12545,12545,4,4,"Great ride, on time!"
12546,12546,3,5,Driver was very polite
12547,12547,4,4,"Great ride, on time!"
12548,12548,3,5,A bit late to pickup
12550,12550,5,5,"Great ride, on time!"
12551,12551,5,5,Excellent service
12553,12553,,,A bit late to pickup
12554,12554,,,"Great ride, on time!"
12556,12556,3,4,
12557,12557,,,Car could be cleaner
12558,12558,4,5,Took a longer route than expected
12559,12559,,,"Great ride, on time!"
12562,12562,5,3,
12563,12563,5,4,Smooth trip
12565,12565,5,4,
12566,12566,4,4,Smooth trip
12567,12567,4,5,Car could be cleaner
12568,12568,5,4,Excellent service
12571,12571,4,5,Took a longer route than expected
12572,12572,5,5,A bit late to pickup
12573,12573,5,4,
12574,12574,3,5,
12575,12575,3,5,Took a longer route than expected
12576,12576,5,5,A bit late to pickup
12577,12577,3,5,Excellent service
12578,12578,4,4,
12579,12579,3,4,
12580,12580,,,
12582,12582,,,
12583,12583,5,4,Car could be cleaner
12584,12584,5,5,
12585,12585,5,4,
12587,12587,4,5,Driver was very polite
12588,12588,3,4,Excellent service
12589,12589,5,5,Smooth trip
12592,12592,5,5,
12594,12594,5,4,A bit late to pickup
12595,12595,4,4,Smooth trip
12597,12597,,,Driver was very polite
12599,12599,5,4,Took a longer route than expected
12600,12600,4,5,Excellent service
12604,12604,5,5,Car could be cleaner
12605,12605,4,5,
12606,12606,4,4,A bit late to pickup
12607,12607,5,4,
12608,12608,5,4,A bit late to pickup
12609,12609,,,Smooth trip
12610,12610,,,Car could be cleaner
12611,12611,5,4,
12612,12612,4,3,A bit late to pickup
12613,12613,4,4,Took a longer route than expected
12614,12614,,,
12615,12615,5,4,Car could be cleaner
12616,12616,5,5,
12617,12617,4,4,Excellent service
12618,12618,4,5,
12619,12619,5,4,Took a longer route than expected
12621,12621,4,5,
12622,12622,4,4,
12623,12623,5,4,A bit late to pickup
12624,12624,3,5,
12625,12625,4,5,Took a longer route than expected
12626,12626,4,4,
12627,12627,,,Smooth trip
12628,12628,4,5,
12629,12629,4,5,
12631,12631,4,4,"Great ride, on time!"
12632,12632,5,4,Driver was very polite
12633,12633,4,5,Smooth trip
12635,12635,5,5,Driver was very polite
12637,12637,,,Driver was very polite
12638,12638,,,Excellent service
12639,12639,4,5,
12640,12640,4,4,Driver was very polite
12641,12641,4,5,"Great ride, on time!"
12642,12642,5,5,
12643,12643,4,5,Smooth trip
12644,12644,5,5,
12645,12645,3,4,Driver was very polite
12646,12646,,,Excellent service
12647,12647,4,4,
12648,12648,4,4,
12649,12649,4,5,"Great ride, on time!"
12651,12651,5,5,Smooth trip
12652,12652,5,5,"Great ride, on time!"
12654,12654,4,5,
12655,12655,3,5,Excellent service
12656,12656,4,5,
12657,12657,5,5,Driver was very polite
12658,12658,4,5,
12659,12659,5,4,"Great ride, on time!"
12661,12661,5,5,A bit late to pickup
12663,12663,4,5,
12664,12664,4,5,
12665,12665,5,5,A bit late to pickup
12666,12666,3,4,Excellent service
12667,12667,3,3,Smooth trip
12669,12669,,,
12670,12670,4,4,Took a longer route than expected
12671,12671,5,3,Car could be cleaner
12672,12672,4,5,Smooth trip
12673,12673,,,Smooth trip
12674,12674,4,5,"Great ride, on time!"
12676,12676,5,5,Driver was very polite
12677,12677,,,"Great ride, on time!"
12679,12679,4,4,
12680,12680,4,5,Smooth trip
12681,12681,4,5,Car could be cleaner
12682,12682,,,A bit late to pickup
12683,12683,5,5,
12684,12684,4,4,Driver was very polite
12685,12685,5,4,Driver was very polite
12686,12686,,,Driver was very polite
12688,12688,5,4,A bit late to pickup
12689,12689,4,4,Smooth trip
12690,12690,4,4,Took a longer route than expected
12691,12691,4,5,Car could be cleaner
12692,12692,,,
12693,12693,5,4,Excellent service
12694,12694,5,5,Excellent service
12695,12695,5,4,Smooth trip
12696,12696,3,5,
12698,12698,4,4,Took a longer route than expected
12699,12699,,,Excellent service
12701,12701,4,3,
12702,12702,5,4,Driver was very polite
12705,12705,5,5,Smooth trip
12707,12707,,,A bit late to pickup
12708,12708,4,5,Took a longer route than expected
12709,12709,,,Car could be cleaner
12712,12712,,,Driver was very polite
12713,12713,3,4,Took a longer route than expected
12714,12714,,,Car could be cleaner
12715,12715,4,5,A bit late to pickup
12716,12716,3,3,Excellent service
12717,12717,5,4,Took a longer route than expected
12720,12720,4,5,Car could be cleaner
12721,12721,5,4,A bit late to pickup
12723,12723,5,4,Excellent service
12724,12724,3,4,
12725,12725,4,4,"Great ride, on time!"
12726,12726,5,4,Driver was very polite
12727,12727,5,4,Smooth trip
12728,12728,5,5,
12729,12729,5,4,Took a longer route than expected
12730,12730,,,Took a longer route than expected
12731,12731,4,4,A bit late to pickup
12733,12733,4,4,Driver was very polite
12734,12734,5,5,A bit late to pickup
12735,12735,5,5,
12736,12736,4,4,Excellent service
12738,12738,,,Car could be cleaner
12739,12739,,,Took a longer route than expected
12740,12740,4,5,"Great ride, on time!"
12742,12742,4,4,
12744,12744,5,4,Car could be cleaner
12748,12748,,,
12749,12749,5,3,A bit late to pickup
12750,12750,5,4,Excellent service
12751,12751,5,5,"Great ride, on time!"
12752,12752,5,3,"Great ride, on time!"
12753,12753,4,5,Car could be cleaner
12754,12754,3,4,
12756,12756,4,4,Took a longer route than expected
12757,12757,4,4,
12761,12761,4,5,"Great ride, on time!"
12762,12762,5,4,Smooth trip
12763,12763,5,4,
12764,12764,4,5,A bit late to pickup
12765,12765,,,Took a longer route than expected
12766,12766,5,4,
12767,12767,4,4,Driver was very polite
12768,12768,5,5,A bit late to pickup
12770,12770,4,4,Excellent service
12771,12771,4,5,"Great ride, on time!"
12772,12772,4,4,A bit late to pickup
12774,12774,,,
12775,12775,3,4,Excellent service
12777,12777,5,5,
12778,12778,5,5,Smooth trip
12780,12780,,,Excellent service
12781,12781,4,4,
12782,12782,4,4,Took a longer route than expected
12783,12783,5,5,A bit late to pickup
12784,12784,,,Excellent service
12785,12785,,,
12786,12786,4,4,Took a longer route than expected
12788,12788,3,5,Excellent service
12789,12789,4,3,Car could be cleaner
12790,12790,4,5,
12791,12791,5,4,A bit late to pickup
12792,12792,4,4,
12793,12793,5,5,Driver was very polite
12794,12794,4,5,Took a longer route than expected
12795,12795,5,5,"Great ride, on time!"
12797,12797,4,5,
12798,12798,4,4,Driver was very polite
12799,12799,4,5,
12800,12800,5,5,
12801,12801,4,4,
12802,12802,4,5,"Great ride, on time!"
12804,12804,5,5,"Great ride, on time!"
12805,12805,,,Took a longer route than expected
12806,12806,4,4,Driver was very polite
12807,12807,,,
12808,12808,4,5,A bit late to pickup
12809,12809,5,5,Driver was very polite
12810,12810,5,4,Driver was very polite
12812,12812,4,5,Took a longer route than expected
12813,12813,4,4,Took a longer route than expected
12814,12814,4,5,
12815,12815,4,3,"Great ride, on time!"
12816,12816,,,
12817,12817,5,5,
12818,12818,5,5,
12819,12819,5,4,Smooth trip
12820,12820,4,4,Smooth trip
12821,12821,4,5,Driver was very polite
12822,12822,4,4,Smooth trip
12823,12823,4,5,
12824,12824,4,3,
12825,12825,5,5,Smooth trip
12826,12826,4,5,
12827,12827,5,4,
12828,12828,,,Car could be cleaner
12829,12829,5,5,Excellent service
12830,12830,5,5,
12831,12831,5,5,Driver was very polite
12833,12833,5,5,Smooth trip
12835,12835,,,Smooth trip
12836,12836,3,4,
12837,12837,4,5,A bit late to pickup
12838,12838,4,5,Took a longer route than expected
12839,12839,4,5,Excellent service
12840,12840,4,5,Car could be cleaner
12842,12842,5,5,A bit late to pickup
12846,12846,5,4,
12847,12847,,,Driver was very polite
12848,12848,,,A bit late to pickup
12849,12849,4,5,Driver was very polite
12850,12850,4,4,Took a longer route than expected
12851,12851,5,4,Driver was very polite
12852,12852,4,4,
12853,12853,,,"Great ride, on time!"
12854,12854,4,5,
12855,12855,5,4,Smooth trip
12857,12857,,,Car could be cleaner
12858,12858,4,5,Excellent service
12859,12859,5,5,Took a longer route than expected
12860,12860,5,5,
12861,12861,4,5,"Great ride, on time!"
12863,12863,5,4,
12864,12864,3,5,"Great ride, on time!"
12865,12865,5,5,
12866,12866,4,5,Excellent service
12867,12867,5,4,Excellent service
12868,12868,5,3,Excellent service
12869,12869,,,Driver was very polite
12870,12870,5,3,Excellent service
12871,12871,5,4,A bit late to pickup
12872,12872,5,5,
12873,12873,4,5,"Great ride, on time!"
12874,12874,,,
12875,12875,4,4,Excellent service
12878,12878,4,5,Took a longer route than expected
12879,12879,,,A bit late to pickup
12881,12881,5,5,A bit late to pickup
12883,12883,5,4,"Great ride, on time!"
12885,12885,4,4,Smooth trip
12886,12886,4,3,Smooth trip
12887,12887,4,5,Excellent service
12888,12888,4,5,Car could be cleaner
12890,12890,5,4,A bit late to pickup
12891,12891,4,4,
12892,12892,4,5,"Great ride, on time!"
12893,12893,,,Car could be cleaner
12894,12894,4,4,Car could be cleaner
12895,12895,,,
12896,12896,5,4,"Great ride, on time!"
12897,12897,,,Smooth trip
12898,12898,5,5,Smooth trip
12899,12899,,,
12900,12900,5,4,Driver was very polite
12901,12901,4,5,
12902,12902,5,4,Took a longer route than expected
12903,12903,,,
12904,12904,5,4,Driver was very polite
12906,12906,4,5,Excellent service
12907,12907,,,
12909,12909,3,4,
12910,12910,,,
12913,12913,4,4,
12914,12914,4,4,
12916,12916,5,5,Driver was very polite
12917,12917,4,5,Driver was very polite
12919,12919,4,4,
12921,12921,4,5,Car could be cleaner
12925,12925,,,Car could be cleaner
12926,12926,,,Car could be cleaner
12927,12927,4,5,"Great ride, on time!"
12930,12930,4,4,
12931,12931,,,"Great ride, on time!"
12932,12932,4,5,"Great ride, on time!"
12933,12933,5,4,Excellent service
12936,12936,,,Excellent service
12937,12937,4,5,Car could be cleaner
12939,12939,,,Excellent service
12940,12940,3,5,Smooth trip
12942,12942,5,4,A bit late to pickup
12944,12944,5,5,A bit late to pickup
12945,12945,3,3,"Great ride, on time!"
12946,12946,3,4,Car could be cleaner
12948,12948,,,"Great ride, on time!"
12949,12949,4,4,
12950,12950,5,5,
12951,12951,3,4,Driver was very polite
12952,12952,,,
12953,12953,4,4,A bit late to pickup
12954,12954,5,4,Driver was very polite
12955,12955,4,5,Took a longer route than expected
12956,12956,4,4,"Great ride, on time!"
12957,12957,4,4,
12958,12958,5,4,
12959,12959,4,5,
12960,12960,4,5,Driver was very polite
12961,12961,4,5,
12962,12962,4,5,
12963,12963,4,4,Took a longer route than expected
12964,12964,4,5,Took a longer route than expected
12965,12965,5,5,Smooth trip
12966,12966,5,5,Excellent service
12967,12967,4,4,Took a longer route than expected
12968,12968,4,4,A bit late to pickup
12970,12970,5,5,Car could be cleaner
12972,12972,4,5,Car could be cleaner
12973,12973,4,5,A bit late to pickup
12974,12974,5,5,Driver was very polite
12975,12975,4,5,
12976,12976,,,
12977,12977,5,4,Car could be cleaner
12978,12978,5,4,Excellent service
12980,12980,5,4,Excellent service
12981,12981,3,4,
12982,12982,4,4,A bit late to pickup
12983,12983,,,A bit late to pickup
12984,12984,4,4,
12985,12985,4,4,"Great ride, on time!"
12986,12986,4,5,Excellent service
12988,12988,,,Driver was very polite
12989,12989,4,4,Smooth trip
12990,12990,5,5,Took a longer route than expected
12992,12992,5,5,Took a longer route than expected
12993,12993,4,4,Took a longer route than expected
12994,12994,,,
12996,12996,,,A bit late to pickup
12998,12998,5,4,
13000,13000,4,5,A bit late to pickup
13001,13001,4,3,Driver was very polite
13002,13002,5,4,Car could be cleaner
13003,13003,4,4,Driver was very polite
13004,13004,4,5,Took a longer route than expected
13005,13005,5,5,Excellent service
13006,13006,5,4,A bit late to pickup
13007,13007,5,4,Excellent service
13008,13008,4,4,Excellent service
13009,13009,,,Driver was very polite
13010,13010,4,5,
13011,13011,,,Car could be cleaner
13013,13013,4,3,Smooth trip
13015,13015,4,5,
13017,13017,5,4,Took a longer route than expected
13019,13019,5,4,
13020,13020,3,5,Smooth trip
13021,13021,5,5,
13022,13022,3,4,Car could be cleaner
13024,13024,5,5,Smooth trip
13026,13026,,,Excellent service
13027,13027,,,A bit late to pickup
13032,13032,5,5,Smooth trip
13033,13033,5,4,Car could be cleaner
13034,13034,5,5,
13035,13035,4,5,A bit late to pickup
13036,13036,4,4,"Great ride, on time!"
13037,13037,,,Car could be cleaner
13038,13038,,,Excellent service
13040,13040,,,Smooth trip
13042,13042,4,4,
13043,13043,5,4,Excellent service
13044,13044,,,Driver was very polite
13045,13045,3,5,Excellent service
13046,13046,4,5,
13048,13048,5,4,Excellent service
13049,13049,5,4,Took a longer route than expected
13050,13050,4,5,
13053,13053,5,5,
13057,13057,5,4,Smooth trip
13058,13058,5,4,
13060,13060,5,4,
13062,13062,3,5,Took a longer route than expected
13063,13063,4,5,
13064,13064,4,5,A bit late to pickup
13065,13065,5,5,
13066,13066,4,4,
13067,13067,4,5,
13068,13068,,,Driver was very polite
13069,13069,,,
13070,13070,5,4,Took a longer route than expected
13071,13071,4,5,"Great ride, on time!"
13072,13072,,,Excellent service
13074,13074,4,4,Driver was very polite
13075,13075,,,Car could be cleaner
13077,13077,5,5,A bit late to pickup
13078,13078,4,5,Excellent service
13079,13079,3,4,A bit late to pickup
13080,13080,4,3,Smooth trip
13081,13081,4,5,
13083,13083,5,5,
13084,13084,5,5,Smooth trip
13086,13086,,,"Great ride, on time!"
13087,13087,4,4,
13088,13088,5,5,Car could be cleaner
13090,13090,,,
13092,13092,4,5,Took a longer route than expected
13093,13093,3,5,
13095,13095,,,Excellent service
13096,13096,5,5,"Great ride, on time!"
13097,13097,4,4,Car could be cleaner
13098,13098,4,5,
13099,13099,5,4,
13100,13100,4,4,
13101,13101,,,"Great ride, on time!"
13102,13102,,,Smooth trip
13104,13104,5,5,A bit late to pickup
13105,13105,4,5,
13106,13106,4,5,A bit late to pickup
13107,13107,4,4,Car could be cleaner
13108,13108,4,4,Car could be cleaner
13109,13109,3,4,Excellent service
13111,13111,,,Excellent service
13112,13112,4,4,Driver was very polite
13113,13113,,,
13115,13115,,,
13116,13116,4,4,A bit late to pickup
13117,13117,4,4,Took a longer route than expected
13118,13118,5,4,Took a longer route than expected
13119,13119,5,4,Smooth trip
13122,13122,5,5,A bit late to pickup
13125,13125,4,4,A bit late to pickup
13127,13127,4,4,Driver was very polite
13128,13128,,,Driver was very polite
13130,13130,5,5,Car could be cleaner
13131,13131,,,
13133,13133,3,5,
13134,13134,5,5,Took a longer route than expected
13135,13135,3,5,"Great ride, on time!"
13136,13136,5,4,"Great ride, on time!"
13137,13137,5,4,
13138,13138,4,5,"Great ride, on time!"
13140,13140,5,5,Car could be cleaner
13141,13141,5,4,Smooth trip
13142,13142,5,5,
13143,13143,4,5,Excellent service
13144,13144,5,5,A bit late to pickup
13145,13145,4,3,A bit late to pickup
13146,13146,5,4,
13148,13148,,,Smooth trip
13149,13149,4,3,
13150,13150,,,
13153,13153,,,Excellent service
13155,13155,,,Took a longer route than expected
13157,13157,,,Car could be cleaner
13159,13159,4,4,Driver was very polite
13160,13160,4,4,Car could be cleaner
13161,13161,5,4,
13162,13162,5,5,Excellent service
13163,13163,5,4,Driver was very polite
13164,13164,5,4,Smooth trip
13165,13165,4,5,
13166,13166,4,4,Driver was very polite
